n_of_individual_projects,motivation_r,relationship_with_others_r,communication_skills_r,task_management_r,salary(thousand kzt),total_rating,promoted
5.0,0.8539057678832791,0.789377903455892,0.5611281572942081,0.9136329333938623,93.0,0.8978055518502073,0.0
4.0,0.8762392717093476,0.9045926982716248,0.882064143765569,0.8171488831564453,419.0,0.942851126085711,1.0
3.0,0.9728264624515719,0.7464099890453689,0.774418340160925,0.8094924890017249,321.0,0.7814722111346973,1.0
5.0,0.9149600833254703,0.9324591888208505,0.9843258616383681,0.9399066147774436,452.0,0.9370198587627443,1.0
3.0,0.854756070455762,0.8229702953920716,0.930134852936701,0.8890214245419468,403.0,0.7588339865971593,1.0
4.0,0.9217488456219318,0.8712739586587601,0.9813041977243699,0.8817152287014612,468.0,0.9282898197190755,1.0
1.0,0.820011719723716,0.9546114064532006,0.7131472388299525,0.8305652156640126,161.0,0.7467907093101787,0.0
4.0,0.8427511107026221,0.827286610717078,0.7759438431689338,0.8509282390606394,376.0,0.8875336982345833,1.0
5.0,0.8871059684484046,0.9010092691606091,0.8699675326261468,0.9525891456201835,386.0,0.9211948985662469,1.0
5.0,0.9189492178994165,0.9308768764150825,0.9040914468057714,0.957124513900214,336.0,0.9095405225794349,1.0
4.0,0.45452575215692387,0.3128670041939972,0.7441042584461957,0.4587909917068498,156.0,0.30625441749314236,0.0
5.0,0.9190984166974018,0.9376082330714761,0.8717073333420423,0.8536033665529604,377.0,0.8974372760703866,1.0
3.0,0.7659120732345388,0.8218292783757842,0.9375758521770813,0.8746865532838237,336.0,0.804418334393904,0.0
3.0,0.8972106629776218,0.9587525744434569,0.9317747132418337,0.9440120115855071,436.0,0.888848611938094,1.0
0.0,0.7547854783084726,0.399784142564305,0.5157218414365106,0.6808171351293204,139.0,0.7418664941505712,0.0
1.0,0.48851884397806755,0.655547053347286,0.9594648169759892,0.8583705182243868,181.0,0.8045043873433413,0.0
5.0,0.5153827086141487,0.7445245887151395,0.5468957840752537,0.7748272293999965,192.0,0.6423548299381423,0.0
0.0,0.5439459523695258,0.8502196214737984,0.5159207907473927,0.4875343835430651,24.0,0.9003779622074399,0.0
3.0,0.9482116249826693,0.9737532700566737,0.773850869989525,0.7111605417795037,321.0,0.6287409205753862,0.0
3.0,0.9836292427064014,0.9545851114679141,0.9849083927758463,0.9173347413731496,437.0,0.9101924101278502,1.0
5.0,0.6167654530368198,0.3978331617764521,0.7376230568224008,0.5879862158087616,250.0,0.8683177305959092,0.0
0.0,0.6811527161178378,0.7317612550106961,0.9708165865770246,0.7035492231653091,132.0,0.9198214860939407,0.0
5.0,0.8685723390190387,0.8741664884351442,0.8398831096116164,0.9262974430927964,356.0,0.9221506328521905,1.0
0.0,0.8006172887988171,0.7475367142169769,0.8602069107083321,0.7689358355090467,52.0,0.83275668668485,0.0
5.0,0.7255821853267316,0.9515223836365138,0.9492833569089683,0.9995555546674499,325.0,0.699879626858271,0.0
4.0,0.8318302270510067,0.7667914231550972,0.9750550804853402,0.8059105260028252,457.0,0.9007782894285205,1.0
4.0,0.7363683584538913,0.7515672936252458,0.9998856965214491,0.8294889144204067,362.0,0.7442008806421754,1.0
3.0,0.5317318269938697,0.5646144593418407,0.8152672076819172,0.6009572632922311,9.0,0.45443052339346,0.0
4.0,0.7969477654775529,0.7862456130316374,0.9547551517709197,0.8635544141056004,369.0,0.728589123745099,1.0
2.0,0.7455381166833415,0.9970910536404027,0.7828931616982778,0.8149106398854675,492.0,0.703108719696262,0.0
0.0,0.6426527266915205,0.7395773813084154,0.868224827294823,0.9070581559286223,288.0,0.5081987173650614,0.0
5.0,0.8904646872284867,0.9413700701591466,0.9309722308476729,0.9094500951347122,433.0,0.9801158321787297,1.0
5.0,0.993490600150323,0.8534534735045285,0.9892723677648144,0.902536817538809,366.0,0.8686379702954228,1.0
3.0,0.9636815054028307,0.9177685928037027,0.7874912748332616,0.8984352170578239,469.0,0.9565325427011955,1.0
1.0,0.8671298337997646,0.7202172569966205,0.9462701316394106,0.9237972055143431,44.0,0.6138198448233705,0.0
4.0,0.43033038176915644,0.734428757987488,0.9985923119287743,0.48739415620554194,475.0,0.9739918742980739,0.0
5.0,0.8815366121462894,0.924542888046836,0.8878335039236508,0.9543618318080259,472.0,0.8683588461514025,1.0
0.0,0.9666527714004824,0.8470375166708516,0.9560956742763818,0.9201666068903219,53.0,0.8679837251117498,0.0
3.0,0.8159504359135844,0.9550233400951471,0.8382121650517639,0.8849658164448904,443.0,0.9405685965818029,1.0
3.0,0.9316927319652376,0.9635868782454053,0.8617841716105789,0.996346970715999,382.0,0.8251045885775711,1.0
3.0,0.8722783906444549,0.9674326713396029,0.9760228653443204,0.9733890246458619,405.0,0.9134994928977769,1.0
1.0,0.745537875163616,0.9992262153600304,0.7573214029896859,0.9902813510711268,170.0,0.889666261134993,0.0
0.0,0.8890581145027383,0.7347298667314355,0.7742648038221418,0.6965402917032993,361.0,0.7518076104023175,0.0
1.0,0.8797404169620324,0.8809780723291883,0.7795358557314537,0.8179841141357329,404.0,0.9072954171675712,0.0
3.0,0.6322219636671145,0.9882688075934474,0.8374626054056875,0.7902990224317012,423.0,0.9061950451524509,0.0
4.0,0.533639688300265,0.8112805639845331,0.7931312976915132,0.9578767894263684,99.0,0.9199772589217639,0.0
3.0,0.9085762844562837,0.9886560137676257,0.6849635963999651,0.7036835936331759,64.0,0.7355753730711916,0.0
1.0,0.5405134513947425,0.7954354074321344,0.6083703306887466,0.9504595838652902,353.0,0.7697742266548226,0.0
5.0,0.8704662135748298,0.915491237227797,0.9325377365942946,0.9536850981085698,310.0,0.9893864040394479,1.0
2.0,0.799342244359164,0.6862221406401007,0.5620610887229069,0.6208088654638682,417.0,0.6953440379746613,0.0
4.0,0.909775235018216,0.9465953827722936,0.8967383043087451,0.8466036905194395,385.0,0.9687180326139037,1.0
2.0,0.5327065054939708,0.39891625956705257,0.8182738911119809,0.5867770232102762,195.0,0.40206777508003066,0.0
4.0,0.9595688955615176,0.8449166909397775,0.9530766316039014,0.8544215152900808,326.0,0.9272628511306424,1.0
0.0,0.9668557100005315,0.7660572935577104,0.8256262136648682,0.6784397478961417,210.0,0.7665709856591851,0.0
3.0,0.6761362515789543,0.8476214007844165,0.668008771487183,0.9790517730071067,28.0,0.9861422889228855,0.0
2.0,0.9720754185277407,0.925682175192291,0.802101735328558,0.9417046643434497,403.0,0.9233703032130307,0.0
1.0,0.6185250734372296,0.7235282115662061,0.7628753164995751,0.9875456379403895,284.0,0.7090488708967003,0.0
5.0,0.8025016158109706,0.8907794885733971,0.8722495906087708,0.980752005221709,318.0,0.9301850682500639,1.0
1.0,0.455559905102148,0.7792210147209455,0.8386321841362094,0.47314302917942314,181.0,0.9532221894756134,0.0
3.0,0.5075268943286669,0.9434751455934066,0.9594512822755056,0.7685212139198703,498.0,0.4584799706944907,0.0
5.0,0.685308064765739,0.8368191856681999,0.7416070835241088,0.8640876587022015,340.0,0.8433208315134741,0.0
3.0,0.582450586144987,0.990051118744442,0.6051976412189052,0.8501166421537765,495.0,0.7937821548032833,0.0
1.0,0.5634884975158241,0.833704564515337,0.9709171935514818,0.9394817414549397,422.0,0.9351506881777949,0.0
3.0,0.9746136908083795,0.9087762585176915,0.6271008131473821,0.9111762132837944,123.0,0.685864628016009,0.0
4.0,0.6084709570026775,0.5746349184488053,0.6171775887014611,0.648895627909373,398.0,0.8066919412296432,0.0
4.0,0.9161280003884592,0.99359565490875,0.9001933394539458,0.8852504972877552,393.0,0.938472821811833,1.0
2.0,0.9927087342063116,0.9169341117083902,0.7980854286878373,0.8915786988841533,372.0,0.758147777439183,0.0
5.0,0.9209043412268552,0.9897148298768851,0.940952254139469,0.9302235379019855,335.0,0.9631365372516887,1.0
3.0,0.9569368985609381,0.9388686563231048,0.7780100253824399,0.8735075880549776,319.0,0.9502211456224556,1.0
3.0,0.9010896242941002,0.8867051173336241,0.8795791391410637,0.8749163572717619,332.0,0.9935521107554288,1.0
4.0,0.9860692103302162,0.9594108451653962,0.9439041773560476,0.9829979224363679,499.0,0.958087443563396,1.0
0.0,0.7660378848858207,0.41257937796235133,0.6476571684615782,0.42255131957846687,448.0,0.521857457407707,0.0
3.0,0.9870549131868652,0.9061034297477142,0.9485683636681576,0.9863919116632791,416.0,0.9817055904182095,1.0
3.0,0.9034739430516757,0.8649852450548596,0.8477589637487164,0.6958078724178887,153.0,0.9077323671047652,0.0
2.0,0.921817212014449,0.7815468892019692,0.6825592648711476,0.6899666514305436,38.0,0.8180623406356621,0.0
1.0,0.9911059845168089,0.7257811334417464,0.668986692411301,0.9901552143866433,132.0,0.7086314142084935,0.0
1.0,0.9075082726532302,0.8872995615896357,0.7738243387779677,0.6633393090079501,382.0,0.8049462580165885,0.0
5.0,0.9660133244250646,0.8730810635771308,0.7942858112583863,0.895871440321038,469.0,0.7864664769016356,1.0
5.0,0.9531144336783812,0.9898258932336262,0.8561832443566751,0.8434500828235622,454.0,0.9245673285139653,1.0
4.0,0.7955450836418315,0.786705205405379,0.7987773249332536,0.7660461857594391,484.0,0.9911414398643363,1.0
4.0,0.9088378169777958,0.8400436516962828,0.476435371978483,0.8283886943111587,491.0,0.7739008275108304,0.0
2.0,0.5725769376852208,0.9275959615555098,0.9982875622097356,0.6120925869937872,138.0,0.7574044232589549,0.0
3.0,0.7986486026170844,0.8261808202067642,0.8406293016352472,0.8060260291903462,479.0,0.9304816421943777,1.0
3.0,0.5572806872169856,0.6221036697785718,0.3644446055145634,0.766521971574446,386.0,0.9678042376010063,0.0
5.0,0.8874325351284442,0.9473096772540794,0.5611645576939622,0.6382461907512337,494.0,0.8899262203213945,0.0
3.0,0.7325016422504834,0.5219175085029553,0.43709391339576387,0.4734505465813754,300.0,0.3977816967086281,0.0
3.0,0.9884461162662805,0.8913509135064044,0.9503705291083528,0.932330173011503,455.0,0.8802733312193877,1.0
2.0,0.7112151091319221,0.7186711107693573,0.9193759085211042,0.4792637770394841,494.0,0.8815202117614456,0.0
0.0,0.7796766885387059,0.9091459819269283,0.6569650695800502,0.7719124306454428,446.0,0.7003488565465631,0.0
4.0,0.920072367859566,0.9551852125000109,0.960717392361749,0.8738912291078766,469.0,0.8984219447237582,1.0
1.0,0.8972206740998441,0.8953486712066763,0.779428428639783,0.7597696396576455,206.0,0.6666242712368922,0.0
5.0,0.9439081267045711,0.9768626578350516,0.9976189753361954,0.8751723135947533,322.0,0.9241076855529956,1.0
3.0,0.7749360647494801,0.4902768747679173,0.5003012713909025,0.3978950476560058,103.0,0.6592069737519797,0.0
4.0,0.8998905143227244,0.9671802558202618,0.9549523116574543,0.9017848672219588,426.0,0.9130292654777614,1.0
3.0,0.8716556620010348,0.9526325426655039,0.9193100055629029,0.9068234801773791,417.0,0.9673798691855664,1.0
0.0,0.4542962062883953,0.9960640404496577,0.8451818588734066,0.5879543261081456,449.0,0.8203965688390893,0.0
5.0,0.688192622600442,0.7817357152559559,0.783573871827118,0.52408574032886,230.0,0.7674908126986433,0.0
2.0,0.8043342552843264,0.8899126604591192,0.9532369919548719,0.5497662955445144,370.0,0.6465656951979777,0.0
4.0,0.7004517491371098,0.8051063293161831,0.4383742443726177,0.47556134336284694,303.0,0.5844704817421814,0.0
3.0,0.8925880580461959,0.7525578912915093,0.6597532148951533,0.6251020946951682,135.0,0.7758913630152642,0.0
5.0,0.7032449262338383,0.7566027993467849,0.7768090590416696,0.7295434748970139,141.0,0.8710238245157532,0.0
3.0,0.7118578149701237,0.947502214522598,0.704196763630175,0.9330865871000416,404.0,0.939065119541564,0.0
2.0,0.9413539854589758,0.7244531757943262,0.8554876223430143,0.6564966977137293,438.0,0.994965001735594,0.0
2.0,0.9663995967036798,0.6104015779351322,0.4296808727688616,0.7549705110611671,251.0,0.8349366115883996,0.0
4.0,0.9750918408524972,0.8954786123259925,0.9184292501914372,0.9505304596996537,346.0,0.9453693668933607,1.0
1.0,0.9797700020474445,0.7974127025575235,0.895457999189968,0.728119526195492,9.0,0.6610252142524917,0.0
5.0,0.7626120557507914,0.8462320385531685,0.7864292560672668,0.8905238505963556,425.0,0.9279213769277342,1.0
1.0,0.409162419008529,0.32689334927092467,0.37844653724901745,0.367789274190181,167.0,0.721875601686993,0.0
4.0,0.9865204154444098,0.902918376602753,0.9285667176482233,0.8303746401240253,366.0,0.9951038408669204,1.0
2.0,0.8238928210859378,0.7729289841118987,0.7522666325556948,0.8682326792309422,425.0,0.8298412208457638,0.0
2.0,0.984589254129074,0.9179526668144761,0.7429324946667989,0.9230070486485671,471.0,0.8200850232944257,0.0
0.0,0.9606337109080001,0.4961051765338528,0.6059676260290032,0.50563112098039,186.0,0.5339903999160343,0.0
3.0,0.8503513469033008,0.6750011501146393,0.8825251154844262,0.7874962332346935,496.0,0.6648313606828737,0.0
2.0,0.4904331771607867,0.5056908437928334,0.9917509915865856,0.4750033498183782,5.0,0.6745791827056746,0.0
3.0,0.8305299148721373,0.8126610737248885,0.9072809557064957,0.972168509544791,301.0,0.8797153637718554,1.0
5.0,0.8376992649839754,0.7716721118317977,0.8829844959526529,0.8489612455290325,433.0,0.854477566844243,0.0
0.0,0.5973471133237821,0.7777596776772484,0.6286792062892255,0.9143355806386841,399.0,0.7266198128021029,0.0
3.0,0.8844668667741209,0.86467796651381,0.9582973228014939,0.9816322083357993,412.0,0.745995684868446,1.0
3.0,0.9482380186548518,0.7445074362619558,0.972916565198494,0.9965836769398349,497.0,0.8755828813064107,1.0
5.0,0.8104740484181677,0.9187883399267356,0.8567932879698601,0.9540962158808872,416.0,0.8472468324894205,1.0
4.0,0.7683397910997727,0.5241363369407596,0.7671955562321756,0.8410701093782109,400.0,0.6557266186968282,0.0
3.0,0.5718458831000169,0.5185850711839215,0.738866694008778,0.6979850630294537,394.0,0.8477942945208625,0.0
3.0,0.8882756918257388,0.9292829138876432,0.9319729491173936,0.8909208210056079,390.0,0.9744186041583869,1.0
5.0,0.8657795414766943,0.863190508052803,0.8821257736589655,0.9957881370939291,407.0,0.9286490940108606,1.0
0.0,0.6650626201076332,0.9823015875792249,0.5819914873498281,0.631983115739464,90.0,0.9663464171169573,0.0
2.0,0.5478513001726256,0.638757817164172,0.62706482779062,0.9482679648081457,432.0,0.58177946957454,0.0
2.0,0.9846528291267932,0.48694430161403174,0.3523120034024849,0.9205091082716335,373.0,0.8304373211681251,0.0
3.0,0.7539322263428401,0.8347503691252083,0.6546816979939589,0.37915497335377957,41.0,0.5856990102375991,0.0
2.0,0.8791593327196217,0.5884252504464644,0.7344766392419271,0.6819911919751069,105.0,0.6021009949520832,0.0
5.0,0.9206440515987955,0.4247239818067745,0.7716730390592048,0.8850404753205972,257.0,0.9549008385245663,0.0
3.0,0.5128479122011425,0.8816672413877651,0.9421976050646619,0.9090780406885182,284.0,0.6097951798929058,0.0
3.0,0.3987002507717614,0.9310753594305651,0.6947358551834216,0.9947437260911437,352.0,0.5108568242104394,0.0
0.0,0.9124957405979119,0.8246428898410092,0.6752555499875921,0.819171599698485,318.0,0.9069342295837506,0.0
4.0,0.9120801342971929,0.6314769036334865,0.8681137185032429,0.7091129957580982,431.0,0.8834213236232948,0.0
1.0,0.4944895286046809,0.8919521451070378,0.9829726676190365,0.6949601012533049,159.0,0.6946052665272389,0.0
5.0,0.4212778515170218,0.9886615671226164,0.7384155360733535,0.8455615924755939,399.0,0.659474067780618,0.0
3.0,0.9711990866799698,0.7716947103782723,0.7753522416313058,0.7826235125562995,395.0,0.5403137764576187,0.0
4.0,0.8049521841113754,0.7289389484035345,0.9164037267607854,0.6806525943369449,197.0,0.881414961198164,0.0
4.0,0.8917712197206675,0.9031855996613106,0.9704880741681329,0.8558014882653914,466.0,0.8678489753271275,1.0
3.0,0.5993145772830667,0.555030426953312,0.6982200559433077,0.9895507340881325,158.0,0.983220840275074,0.0
1.0,0.6450084413921935,0.6560436548730171,0.9252985379871541,0.5884689242420151,0.0,0.4061377388688934,0.0
0.0,0.9812192313372405,0.5557508868378696,0.906177698232424,0.9524872640713562,175.0,0.6202830835475328,0.0
1.0,0.7772017689059871,0.8388224562954969,0.62030632949258,0.7050209362349266,304.0,0.8494937388046806,0.0
5.0,0.9530083429475754,0.9991841652739901,0.9313566291920109,0.8836812621114822,500.0,0.8306209031802877,1.0
3.0,0.8309102719924909,0.7895873935361967,0.8042652101810999,0.9784277474087654,323.0,0.9609303557945744,1.0
2.0,0.4716687273011933,0.5504223149113341,0.33745371716715294,0.34727115043865764,172.0,0.7415022321125728,0.0
4.0,0.5351268466843297,0.6225738008852677,0.8482626608973818,0.8512255701319515,1.0,0.39251098600329304,0.0
0.0,0.8018125834986203,0.8136246444491017,0.8940042393168104,0.695160870743713,329.0,0.7441575806241317,0.0
3.0,0.897734455327327,0.9593764506182192,0.859109587438251,0.799521664870705,460.0,0.8454557183114182,1.0
3.0,0.6339798574089884,0.5825343308266066,0.8690147254970426,0.8655420754626977,81.0,0.9968599529180338,0.0
0.0,0.6071271444293844,0.7768412709739996,0.9174050281743579,0.5715539625906769,76.0,0.6816945123818816,0.0
5.0,0.9272132612149614,0.9049040430621115,0.8960584220216259,0.9760434340395914,371.0,0.8966382020769953,1.0
4.0,0.6055410616630941,0.8889557558138809,0.49875519343427993,0.8788180067204201,241.0,0.4409794609363398,0.0
0.0,0.6151361068830848,0.6544436746242697,0.8542265879899147,0.9767896823046156,383.0,0.9651383449192963,0.0
4.0,0.9445196441647961,0.8778160578418166,0.7685849724133507,0.7354015842314401,353.0,0.9955643329507098,0.0
5.0,0.9583282510235054,0.9083506954028452,0.8700819330999855,0.43087551048155653,359.0,0.6145104818098119,0.0
3.0,0.818623671040559,0.801870215811704,0.8635480740614505,0.9519351045552901,487.0,0.9541153282156637,1.0
0.0,0.3934031047794947,0.47678382153419574,0.7683583173051148,0.9348508403368856,280.0,0.8796772484291189,0.0
4.0,0.9311918716129184,0.9361196967341208,0.9723582607610556,0.9651733377907864,474.0,0.9538824648137266,1.0
5.0,0.7279263940116925,0.46366975273381306,0.9717146980667465,0.9688724334116334,24.0,0.4936124108936946,0.0
4.0,0.7598819128194126,0.8496529248510755,0.8993099467228145,0.9594517896342138,418.0,0.9299765700198155,1.0
1.0,0.6339486756748551,0.8765431638772115,0.9468896815681604,0.7596674651804712,80.0,0.9984691025768182,0.0
3.0,0.8492945895034022,0.961883981089278,0.780197836569172,0.8780636167416382,301.0,0.7721063903858729,1.0
5.0,0.7890562786405392,0.8607949179462804,0.7852510471185649,0.8774415202926172,346.0,0.8561389121816533,1.0
2.0,0.9852032438160301,0.6310374074915139,0.9830706946074792,0.8917159038337453,468.0,0.8050246262688991,0.0
4.0,0.9849145301213926,0.8330121655586116,0.9794171956581401,0.7967953550418364,410.0,0.9805636277714953,1.0
0.0,0.6796433218404887,0.598254931692724,0.45783236891211454,0.8804353464980837,161.0,0.5503626370472251,0.0
4.0,0.9379793165646817,0.9111028381704876,0.8947853870972474,0.9775363470288669,474.0,0.9378273266353244,1.0
4.0,0.6749304991578576,0.9245088909783368,0.9054752953320758,0.9556689809440849,472.0,0.7482553133933014,0.0
3.0,0.9234281051660488,0.974162255319887,0.8450019686048527,0.8660217899924547,303.0,0.9161485971466448,1.0
2.0,0.4745288257176047,0.4420914203023616,0.8058904437828308,0.8573662275863511,252.0,0.6728582328433557,0.0
2.0,0.8654310691819702,0.991977655000778,0.42112133964499227,0.9728673064035769,87.0,0.7626996349739652,0.0
2.0,0.6779104384255278,0.6589454345787108,0.9217934302896154,0.7409810486918239,453.0,0.8067585731538287,0.0
4.0,0.9128918305013863,0.7826146300163592,0.8700717382432069,0.9729178012939694,319.0,0.8696234435045037,1.0
4.0,0.8397632242482143,0.7603229802461939,0.5807446016566924,0.6749764479551632,281.0,0.7244284268772072,0.0
1.0,0.7549564338413068,0.9408367678594054,0.5682107394582374,0.5032021875913089,5.0,0.774934669657325,0.0
5.0,0.9223422769083985,0.828256733830617,0.9333008363802496,0.9975823664276507,378.0,0.9277618504582532,1.0
3.0,0.8565321156659613,0.906359495380734,0.8708306663064418,0.8344257488366436,301.0,0.834605599584226,1.0
1.0,0.6425141058539794,0.9814934005602982,0.5373104850166507,0.9321213630061558,212.0,0.6387216406824537,0.0
2.0,0.845875487975157,0.7165035134207205,0.8743627398963126,0.8328104190276201,138.0,0.5570544275002994,0.0
4.0,0.9102218454419502,0.921362917166088,0.8091089007138883,0.8051190787762035,402.0,0.8196982868224417,1.0
3.0,0.8228835130792466,0.885418872035083,0.45819895711439756,0.7346419911346476,121.0,0.42559697436706534,0.0
3.0,0.9798758502853337,0.7008592431767776,0.8847282764423906,0.8159704067510326,208.0,0.9341862964721139,0.0
5.0,0.7837609086807519,0.8615025329334653,0.6652985102513268,0.9545191332674368,349.0,0.8613689148733695,0.0
2.0,0.8484808803989992,0.7023539222026285,0.49342186025814105,0.9907508729906718,265.0,0.5645332567681886,0.0
1.0,0.5496558228086845,0.9533177221669187,0.7108575718769587,0.9935838250940199,31.0,0.9988389996429542,0.0
3.0,0.868207943902817,0.8344401534594893,0.9167375323647505,0.8456855616753174,405.0,0.8271514181471348,1.0
4.0,0.9456575290899327,0.8329570730515375,0.9015160581437163,0.8736479961999263,324.0,0.9682195873117587,1.0
0.0,0.7242992021302413,0.8656679271152583,0.5392309740080793,0.9192282774927543,336.0,0.5874469392451425,0.0
3.0,0.8488129353864511,0.9809266714263511,0.9030989444927839,0.9216176288538626,467.0,0.79910159390706,1.0
0.0,0.514493443784399,0.847754363739014,0.6263477485914737,0.48717939319561865,320.0,0.34222955659160353,0.0
5.0,0.9645013182456756,0.9341243758368416,0.7857765783006945,0.7626199714703293,421.0,0.7664082965641076,1.0
1.0,0.9784613288775303,0.9943693042172607,0.9205646167789052,0.7526595810703867,223.0,0.7249351080197547,0.0
2.0,0.9871630812498523,0.9600086055642689,0.8472275858603228,0.8596056755765993,383.0,0.6592856220222129,0.0
5.0,0.8712567639563308,0.988636285409715,0.8790387573218787,0.8829054597090943,411.0,0.9708226490220042,1.0
5.0,0.8960539868558872,0.900012417567272,0.8835909059407481,0.9812157799581311,390.0,0.7686984473025229,1.0
3.0,0.7906628740516601,0.9643277743002301,0.7040893513246128,0.8059131181595501,358.0,0.9315187484888143,0.0
3.0,0.9379803876628674,0.9034901216924589,0.8219883277435692,0.5468514530481353,170.0,0.6044592846006085,0.0
3.0,0.9583609557449841,0.9795157695078253,0.9447782717947993,0.9808624688475193,327.0,0.9775376069184623,1.0
3.0,0.5200484021382797,0.6783517789287996,0.9672166035573072,0.5479868036960758,301.0,0.7199230920023035,0.0
5.0,0.9865733939512411,0.8234993206960615,0.8650178214869231,0.9625584616871232,369.0,0.9904052670272456,1.0
5.0,0.5612205957480187,0.9894195303601954,0.9583302466997943,0.7972603912365411,474.0,0.6123347198487776,0.0
0.0,0.9841622020485572,0.7758544114831628,0.80398450496762,0.7246584035809535,118.0,0.8156756567271609,0.0
0.0,0.9966398399117252,0.7946439265995913,0.8227343792248462,0.9280445189297288,130.0,0.9575361009230847,0.0
0.0,0.4950905235090095,0.6839750234635082,0.7140707716106094,0.43917551531479715,202.0,0.5445343443278623,0.0
3.0,0.9244591971141937,0.9091087348499769,0.9077703458012975,0.9558909733780034,479.0,0.8935690495408496,1.0
2.0,0.47562039680263224,0.941129142778933,0.6086925760680231,0.782754205509242,417.0,0.7496957490133163,0.0
5.0,0.6799413846075446,0.6644238905111716,0.7166468231912748,0.8554968231300439,248.0,0.8857410801748167,0.0
5.0,0.6739181000539403,0.8362145058342814,0.5485645572043993,0.4862282898897114,299.0,0.8588419624512215,0.0
0.0,0.7372448670030993,0.7217075157474373,0.44648353490357606,0.9679623843052503,131.0,0.7943427881568942,0.0
2.0,0.9652068490500305,0.8419463480152507,0.8993782397264428,0.8808038864189064,43.0,0.9315414494569118,0.0
4.0,0.8551815453306999,0.938713802382009,0.6656513012795079,0.8067487689739934,122.0,0.5673503497467335,0.0
3.0,0.8240274555481586,0.867170706189562,0.9725070175068136,0.9005072548501906,404.0,0.8220587200306445,1.0
1.0,0.7992687820898065,0.9095207769776333,0.6949265772588149,0.8473693189924864,293.0,0.8463524037701594,0.0
0.0,0.9378120270262638,0.7108640327266307,0.6861908665286649,0.8168178556490566,339.0,0.7298016325786476,0.0
5.0,0.949507919444539,0.9396958193727246,0.8758380619756005,0.8316727145091372,363.0,0.955848350637972,1.0
3.0,0.868294737634598,0.8097067866883215,0.8680349804966272,0.9862057257158614,427.0,0.9177826949617104,1.0
5.0,0.7643216132057459,0.9917789618425388,0.7306327180955736,0.9635872995153267,421.0,0.9918365799565168,1.0
4.0,0.7393217298494723,0.7115068708484145,0.9600642928159729,0.7614483821406323,482.0,0.44863267578666327,0.0
5.0,0.5498510645281707,0.593665272836817,0.9088182193513685,0.5841156738197799,339.0,0.9708896109757449,0.0
2.0,0.9593339261914512,0.7990133174120402,0.9693255734606661,0.8265604506095802,433.0,0.5651297114720237,0.0
0.0,0.5604230291719566,0.7746793906369761,0.7950644516121249,0.8497375962075677,212.0,0.8984994694942551,0.0
5.0,0.7971812820390141,0.7821003343245125,0.7489880419699185,0.9055285451399755,424.0,0.7542991091499742,1.0
4.0,0.9382221075833399,0.9377190749951644,0.9930889914192932,0.9783950404160274,373.0,0.9623881361942547,1.0
1.0,0.7848553053995353,0.5694260599008151,0.6859822348673779,0.49225580872768027,414.0,0.7656602834309729,0.0
5.0,0.8661408614071475,0.8435883649735307,0.9867972048456488,0.8167717311499779,372.0,0.9098363757054827,1.0
5.0,0.9282515050393341,0.7945220215564239,0.9590345174817403,0.7383532503007857,414.0,0.9640458926078821,1.0
0.0,0.9183061394745841,0.982091177138918,0.8420373409633521,0.7419909020123443,499.0,0.7887503458063694,0.0
